27777 360 1000 8700 100 1 1000 1200 3
288,842 609,995 903,611 498,227 317,1088 214,519 774,926 839,827 178,414 447,651 399,47 682,777 294,1186 402,175 67,600 774,339 312,597 705,187 696,272 826,162 787,381 764,1172 197,180 203,891 402,435 86,617 773,49 128,34 912,163 601,946 690,882 165,177 315,18 61,811 267,630 227,338 63,1085 734,111 524,950 153,975 832,477 646,834 355,141 79,559 464,48 950,115 793,873 667,337 173,224 30,896 767,151 684,1055 496,173 681,66 721,984 46,1 915,794 269,734 93,809 612,1182 637,539 840,256 497,1183 310,600 112,153 66,852 318,118 333,267 351,708 906,540 858,618 141,716 18,409 542,560 411,26 315,1 695,958 342,258 315,278 220,7 483,174 951,941 809,1138 895,873 182,555 624,500 384,874 433,780 899,217 853,889 124,740 694,129 112,340 408,681 971,815 115,878 847,183 806,362 739,183 196,890 217,1119 451,1165 257,914 780,265 879,1096 921,329 162,770 985,318 977,42 725,283 491,700 867,430 338,581 162,863 581,474 508,184 522,408 867,863 29,210 80,20 743,343 21,1037 97,1176 226,804 337,1019 159,347 394,951 455,1125 656,583 781,1066 596,746 229,990 488,649 466,317 16,410 380,398 628,119 238,541 962,954 655,347 598,424 782,601 216,789 179,730 650,233 516,64 144,606 702,687 478,1163 795,804 419,690 250,1177 373,52 638,1169 347,775 221,1090 973,325 278,987 167,904 195,587 69,780 367,844 522,132 44,850 379,397 380,769 256,511 397,1128 706,1039 755,365 52,369 787,273 478,828 834,891 383,296 613,302 588,436 643,735 269,94 778,280 579,31 228,783 755,1174 104,1111 168,535 244,567 115,354 575,715 207,60 938,1040 646,908 612,1133 469,934 450,30 166,480 85,2 851,223 291,254 933,115 8,651 751,1063 650,599 235,559 887,177 561,571 416,266 697,619 652,1070 920,1198 132,654 141,336 571,348 567,73 407,859 481,81 617,168 582,1059 791,240 232,1167 322,1065 632,1197 915,495 215,215 144,198 169,243 853,743 700,12 41,353 764,939 447,564 242,224 329,913 43,756 943,427 460,358 827,327 118,166 246,388 461,19 240,698 83,932 188,575 35,388 741,576 356,265 407,595 135,158 844,565 675,434 272,1152 748,806 553,535 354,93 315,405 847,1082 455,221 300,1025 191,451 987,184 28,864 637,21 726,639 35,984 117,709 421,10 894,455 467,5 140,395 216,237 520,116 70,559 727,938 858,510 750,1111 580,776 569,1054 949,133 652,1065 898,249 568,86 223,167 434,1080 692,526 443,1093 266,220 682,107 305,757 817,1015 898,95 601,810 820,531 737,77 964,513 222,474 33,932 874,481 17,964 595,740 758,767 750,1072 549,26 562,552 657,388 4,512 311,1044 984,159 602,391 539,1139 167,543 782,640 489,972 818,745 794,356 343,872 800,587 378,255 303,563 152,487 61,521 535,417 969,576 890,1173 777,705 94,272 292,545 285,397 516,477 766,78 940,584 909,130 714,1046 604,374 148,154 293,838 976,636 330,912 403,1109 955,326 684,126 83,967 526,296 912,334 661,1198 617,1070 772,838 420,218 119,892 183,1146 295,5 55,552 589,347 300,1020 381,1019 79,1045 826,494 796,909 773,1068 795,854 178,890 186,281
851,320 786,285 104,359 673,723 619,121 990,963 403,99 640,421 842,236 761,206 543,642 348,726 612,1057 530,41 912,956 325,112 862,1064 589,35 746,494 795,655 974,554 877,733 876,1018 638,840 962,366 316,341 968,719 96,729 575,1173 457,125 497,279 603,560 861,994 11,888 240,772 230,63 548,263 860,204 911,954 651,957 825,381 710,374 482,281 617,616 640,1103 991,1095 757,61 197,65 149,854 929,1156 84,675 147,162 571,449 616,1103 96,872 385,390 797,925 399,712 797,704 298,225 143,738 665,843 190,923 778,1012 104,519 148,909 532,20 673,421 299,277 499,813 929,640 309,42 679,845 213,552 762,215 699,1003 419,242 449,835 477,1182 92,410 867,359 759,511 401,737 519,311 256,461 190,593 866,796 323,481 414,423 812,174 44,278 414,1104 505,182 411,611 639,572 890,126 545,469 981,410 293,1083 733,717
268,477 574,313 695,767 250,214 888,1153 583,605 207,35 656,537 146,229 818,568 958,28 457,847 647,726 665,1132 238,1066 532,986 27,346 469,855 629,433 153,406 321,694 151,668 958,1120 21,817 27,1130 998,1179 808,392 9,634 901,1067 532,1148 335,1066 222,950 431,79 622,913 65,316 838,1154 915,409 511,931 290,51 141,909 598,744 996,299 606,637 710,926 533,897 339,4 383,65 375,1049 515,638 218,136 859,272 229,434 257,718 836,1177 186,139 40,1043 470,826 186,641 678,1075 442,1082 745,323 668,712 545,371 556,627 801,609 821,686 465,419 329,953 364,252 557,329 266,907 428,526 949,321 318,689 222,322 218,1027 310,119 204,744 991,664 443,913 496,728 239,160 615,382 155,1153 903,324 341,1165 335,994 86,794 564,487 870,606 468,85 713,831 187,594 998,824 916,370 305,879 413,437 871,536 420,1020 346,424
358,1169 FWXFY FWXFY DCXCO
207,1139 WMICJ WPSRL NQIQM
592,219 WMICJ DCXCO DCXCO
850,761 WMICJ DCXCO FWXFY
212,1065 DCXCO FWXFY WPSRL
905,1040 DCXCO NQIQM DCXCO
467,76 DCXCO DCXCO WPSRL
506,538 WMICJ DCXCO DCXCO
592,618 NQIQM WMICJ DCXCO
597,481 WPSRL FWXFY WPSRL
831,274 NQIQM DCXCO WMICJ
743,1176 WMICJ FWXFY WMICJ
865,987 WMICJ WPSRL FWXFY
322,917 DCXCO NQIQM WPSRL
66,368 WPSRL DCXCO NQIQM
591,297 WPSRL DCXCO DCXCO
748,463 FWXFY FWXFY FWXFY
207,1153 FWXFY WPSRL DCXCO
636,1162 WMICJ WPSRL WMICJ
80,344 FWXFY WPSRL WMICJ
104,750 FWXFY WMICJ NQIQM
85,12 FWXFY WPSRL WPSRL
551,632 WPSRL FWXFY FWXFY
280,452 NQIQM FWXFY WMICJ
470,461 WMICJ FWXFY DCXCO
630,1130 NQIQM WMICJ DCXCO
779,302 DCXCO FWXFY WPSRL
454,407 FWXFY NQIQM WMICJ
646,515 NQIQM NQIQM FWXFY
356,621 WPSRL DCXCO DCXCO
638,6 FWXFY WPSRL WPSRL
606,437 FWXFY WPSRL NQIQM
883,806 NQIQM FWXFY NQIQM
918,517 DCXCO WPSRL WMICJ
806,886 NQIQM WMICJ FWXFY
5,184 NQIQM WPSRL DCXCO
769,340 WPSRL WMICJ NQIQM
621,548 NQIQM NQIQM FWXFY
686,740 FWXFY NQIQM WMICJ
698,421 DCXCO FWXFY WPSRL
594,161 NQIQM WPSRL WMICJ
459,852 FWXFY WMICJ FWXFY
258,178 DCXCO NQIQM WMICJ
335,587 WPSRL WMICJ WPSRL
100,52 DCXCO DCXCO NQIQM
908,514 NQIQM WMICJ NQIQM
592,513 NQIQM WPSRL DCXCO
401,188 WMICJ WMICJ FWXFY
434,432 WMICJ NQIQM DCXCO
851,890 DCXCO FWXFY NQIQM
857,442 WPSRL DCXCO DCXCO
969,270 FWXFY NQIQM WMICJ
664,413 WMICJ NQIQM NQIQM
899,771 NQIQM DCXCO WMICJ
62,1142 WPSRL NQIQM WMICJ
86,343 NQIQM WMICJ WPSRL
424,195 WPSRL WPSRL FWXFY
976,939 DCXCO WPSRL FWXFY
749,978 DCXCO WMICJ WMICJ
672,56 WPSRL NQIQM DCXCO
757,702 FWXFY WPSRL DCXCO
430,718 DCXCO NQIQM WPSRL
280,121 WPSRL WMICJ WPSRL
331,403 DCXCO WMICJ DCXCO
337,123 FWXFY DCXCO NQIQM
411,964 FWXFY FWXFY WMICJ
46,676 NQIQM WMICJ NQIQM
664,262 FWXFY WPSRL WPSRL
325,744 WPSRL WPSRL DCXCO
521,1085 WPSRL DCXCO DCXCO
713,329 NQIQM DCXCO WPSRL
510,369 WPSRL WPSRL FWXFY
815,1022 FWXFY WMICJ WMICJ
495,1131 FWXFY WMICJ NQIQM
502,169 WMICJ NQIQM FWXFY
374,1120 FWXFY DCXCO WPSRL
288,920 NQIQM WMICJ FWXFY
595,246 NQIQM WPSRL NQIQM
276,456 WMICJ NQIQM NQIQM
627,103 DCXCO DCXCO WMICJ
935,550 WMICJ NQIQM FWXFY
734,983 NQIQM WMICJ NQIQM
998,199 WMICJ WMICJ FWXFY
935,1191 FWXFY FWXFY NQIQM
830,451 WMICJ DCXCO DCXCO
747,586 NQIQM FWXFY FWXFY
284,315 FWXFY WPSRL DCXCO
742,252 NQIQM WMICJ FWXFY
265,224 WMICJ DCXCO FWXFY
36,506 WPSRL FWXFY FWXFY
452,1176 WMICJ FWXFY DCXCO
320,829 WPSRL FWXFY NQIQM
109,162 WMICJ DCXCO WPSRL
879,141 WMICJ FWXFY WPSRL
670,471 FWXFY NQIQM FWXFY
856,790 NQIQM DCXCO DCXCO
200,1000 DCXCO WPSRL NQIQM
116,345 WPSRL NQIQM DCXCO
319,449 WPSRL FWXFY WPSRL
60,75 NQIQM WMICJ DCXCO
58,997 WMICJ FWXFY FWXFY
299,751 FWXFY DCXCO WPSRL
941,71 FWXFY WMICJ NQIQM
667,682 WPSRL DCXCO WPSRL
337,694 FWXFY WPSRL FWXFY
463,574 DCXCO FWXFY WMICJ
723,594 DCXCO DCXCO DCXCO
948,231 DCXCO WPSRL DCXCO
529,1161 WMICJ WPSRL WMICJ
513,982 WMICJ NQIQM WMICJ
185,697 WPSRL DCXCO WMICJ
253,842 WPSRL NQIQM FWXFY
626,113 NQIQM DCXCO WMICJ
812,1015 NQIQM DCXCO WPSRL
530,896 WMICJ DCXCO WMICJ
75,1045 WPSRL WMICJ WMICJ
383,130 WMICJ WMICJ WPSRL
425,905 WMICJ DCXCO WPSRL
984,456 FWXFY FWXFY DCXCO
129,30 DCXCO WPSRL WPSRL
584,7 DCXCO DCXCO WPSRL
136,326 FWXFY WMICJ WMICJ
644,200 DCXCO FWXFY NQIQM
134,536 WPSRL WMICJ NQIQM
705,969 DCXCO DCXCO DCXCO
305,909 NQIQM WPSRL WMICJ
428,198 FWXFY FWXFY NQIQM
967,1173 WPSRL FWXFY WPSRL
360,345 WMICJ DCXCO NQIQM
743,1013 WPSRL FWXFY NQIQM
956,160 DCXCO WPSRL NQIQM
289,189 WMICJ DCXCO WPSRL
583,853 NQIQM NQIQM WPSRL
831,794 WPSRL WMICJ WPSRL
760,867 DCXCO NQIQM DCXCO
804,244 WMICJ WMICJ DCXCO
125,985 NQIQM WPSRL WPSRL
354,1122 WMICJ WMICJ NQIQM
563,577 DCXCO DCXCO WPSRL
491,1103 NQIQM WPSRL DCXCO
623,542 DCXCO WMICJ DCXCO
271,788 WMICJ FWXFY NQIQM
959,527 FWXFY NQIQM NQIQM
164,1169 DCXCO WPSRL NQIQM
907,1082 NQIQM WPSRL DCXCO
121,1018 WPSRL WMICJ NQIQM
91,1170 FWXFY WPSRL WMICJ
420,34 WMICJ DCXCO FWXFY
51,223 DCXCO WPSRL DCXCO
35,1162 WPSRL DCXCO WMICJ
315,698 FWXFY WPSRL DCXCO
203,710 FWXFY NQIQM FWXFY
559,57 WMICJ FWXFY WPSRL
857,9 FWXFY NQIQM DCXCO
556,945 FWXFY WPSRL NQIQM
78,361 WMICJ WMICJ WPSRL
222,1112 WPSRL WMICJ FWXFY
103,551 WPSRL WPSRL NQIQM
446,373 NQIQM FWXFY WPSRL
564,917 NQIQM FWXFY DCXCO
184,536 DCXCO WPSRL NQIQM
435,1101 WPSRL DCXCO DCXCO
183,1106 NQIQM WMICJ WPSRL
504,169 WPSRL WPSRL FWXFY
856,721 FWXFY WMICJ DCXCO
787,63 WPSRL FWXFY NQIQM
16,998 WPSRL NQIQM WPSRL
290,1004 NQIQM NQIQM WMICJ
464,157 NQIQM DCXCO DCXCO
139,954 WPSRL WMICJ WPSRL
944,793 NQIQM WMICJ DCXCO
276,779 NQIQM FWXFY DCXCO
30,301 FWXFY FWXFY WMICJ
686,427 NQIQM WPSRL WPSRL
77,370 WMICJ DCXCO DCXCO
367,623 WPSRL FWXFY FWXFY
120,1008 NQIQM DCXCO DCXCO
409,575 DCXCO NQIQM DCXCO
721,387 FWXFY DCXCO DCXCO
249,1121 DCXCO WMICJ NQIQM
766,49 WMICJ DCXCO WPSRL
298,1110 FWXFY WMICJ WMICJ
655,775 WMICJ DCXCO DCXCO
561,581 FWXFY WMICJ WMICJ
501,514 WMICJ FWXFY WPSRL
412,1020 DCXCO DCXCO FWXFY
16,802 FWXFY NQIQM FWXFY
982,122 NQIQM WPSRL WPSRL
292,452 WPSRL NQIQM NQIQM
909,104 DCXCO WPSRL DCXCO
955,693 WMICJ FWXFY NQIQM
91,111 WMICJ WMICJ WMICJ
86,693 FWXFY WPSRL DCXCO
258,588 NQIQM FWXFY FWXFY
872,970 FWXFY WPSRL DCXCO
466,216 NQIQM FWXFY FWXFY
918,431 WPSRL DCXCO WPSRL
896,141 DCXCO WMICJ FWXFY
212,619 FWXFY WPSRL WPSRL
79,1013 WMICJ WMICJ FWXFY
982,882 DCXCO FWXFY FWXFY
78,1032 NQIQM FWXFY DCXCO
238,186 WPSRL FWXFY WPSRL
179,444 NQIQM FWXFY DCXCO
789,220 FWXFY FWXFY DCXCO
602,793 WMICJ NQIQM WPSRL
931,567 NQIQM WPSRL FWXFY
260,607 WMICJ WPSRL WMICJ
706,353 DCXCO NQIQM WPSRL
540,456 WMICJ FWXFY WMICJ
469,1174 WMICJ WMICJ DCXCO
976,399 WMICJ WPSRL NQIQM
696,151 WMICJ WMICJ FWXFY
839,245 NQIQM FWXFY DCXCO
790,346 FWXFY DCXCO WMICJ
4,737 WPSRL FWXFY DCXCO
904,84 WPSRL FWXFY WMICJ
151,1031 FWXFY FWXFY WMICJ
657,278 FWXFY FWXFY FWXFY
723,695 NQIQM WPSRL WPSRL
601,409 WMICJ NQIQM WPSRL
253,1057 NQIQM WMICJ WPSRL
658,177 WMICJ FWXFY WPSRL
501,731 DCXCO NQIQM FWXFY
547,601 FWXFY WMICJ WMICJ
908,599 FWXFY WMICJ FWXFY
875,726 NQIQM FWXFY DCXCO
515,784 FWXFY DCXCO DCXCO
552,815 NQIQM WMICJ NQIQM
969,901 FWXFY DCXCO FWXFY
906,1075 FWXFY WPSRL WPSRL
438,155 NQIQM FWXFY FWXFY
197,843 WMICJ WPSRL DCXCO
63,853 WPSRL DCXCO WMICJ
417,418 FWXFY WPSRL DCXCO
288,1112 FWXFY NQIQM NQIQM
259,460 WPSRL WMICJ WMICJ
499,847 WMICJ NQIQM NQIQM
304,990 WMICJ WPSRL FWXFY
806,793 NQIQM FWXFY FWXFY
373,114 NQIQM WPSRL WPSRL
817,939 DCXCO WPSRL WMICJ
609,767 WMICJ WMICJ FWXFY
629,1094 FWXFY FWXFY FWXFY
94,444 WMICJ WMICJ WMICJ
188,915 WMICJ WPSRL WPSRL
773,328 WMICJ WPSRL NQIQM
31,609 NQIQM WMICJ DCXCO
276,140 DCXCO WPSRL FWXFY
942,315 WMICJ WPSRL WPSRL
899,691 NQIQM WPSRL NQIQM
861,761 DCXCO DCXCO DCXCO
268,280 WPSRL DCXCO NQIQM
351,883 WPSRL FWXFY NQIQM
401,320 DCXCO WMICJ WPSRL
628,17 NQIQM WPSRL DCXCO
631,939 NQIQM WMICJ WMICJ
160,23 DCXCO NQIQM DCXCO
633,307 WPSRL DCXCO NQIQM
940,135 DCXCO DCXCO FWXFY
751,617 WMICJ WMICJ FWXFY
305,261 DCXCO FWXFY WMICJ
831,159 DCXCO DCXCO DCXCO
274,105 WMICJ WPSRL DCXCO
813,539 DCXCO NQIQM NQIQM
925,1010 WMICJ WMICJ WMICJ
630,912 NQIQM WPSRL WMICJ
589,1120 WMICJ WMICJ WMICJ
984,509 NQIQM DCXCO WPSRL
397,828 FWXFY NQIQM FWXFY
417,345 DCXCO NQIQM WMICJ
62,83 NQIQM FWXFY DCXCO
392,1163 DCXCO WPSRL WMICJ
407,140 WPSRL WMICJ WPSRL
387,852 NQIQM DCXCO WPSRL
529,1057 WMICJ DCXCO WPSRL
917,622 NQIQM NQIQM WPSRL
676,62 WPSRL WMICJ FWXFY
652,2 FWXFY WPSRL NQIQM
586,1039 DCXCO WPSRL FWXFY
565,275 DCXCO NQIQM FWXFY
883,71 WMICJ FWXFY FWXFY
888,671 FWXFY WMICJ FWXFY
923,802 WPSRL WMICJ NQIQM
677,478 NQIQM FWXFY FWXFY
99,108 NQIQM WPSRL WPSRL
810,302 FWXFY FWXFY WPSRL
279,530 DCXCO NQIQM FWXFY
948,258 FWXFY FWXFY WMICJ
732,1114 WMICJ FWXFY FWXFY
356,708 DCXCO DCXCO FWXFY
95,780 FWXFY FWXFY DCXCO
959,1101 FWXFY WPSRL NQIQM
671,1025 WPSRL WPSRL FWXFY
150,505 DCXCO DCXCO WPSRL
893,726 WMICJ WPSRL DCXCO
956,355 WPSRL DCXCO NQIQM
473,1142 WPSRL WMICJ NQIQM
537,1138 FWXFY DCXCO WMICJ
772,216 FWXFY FWXFY DCXCO
144,208 FWXFY WMICJ DCXCO
592,617 NQIQM WPSRL DCXCO
809,929 WMICJ FWXFY NQIQM
507,783 WPSRL NQIQM NQIQM
744,1060 DCXCO WPSRL NQIQM
521,188 NQIQM NQIQM DCXCO
908,939 NQIQM WMICJ WMICJ
281,336 WMICJ DCXCO WMICJ
544,835 NQIQM NQIQM WPSRL
434,912 WPSRL DCXCO FWXFY
906,1179 WMICJ NQIQM NQIQM
721,1199 DCXCO FWXFY WMICJ
418,990 FWXFY FWXFY FWXFY
329,244 WPSRL WMICJ FWXFY
91,1104 DCXCO WPSRL NQIQM
3,1162 WMICJ WMICJ NQIQM
905,34 NQIQM WMICJ WPSRL
978,41 WMICJ DCXCO WPSRL
900,1025 FWXFY NQIQM WPSRL
183,219 DCXCO WPSRL WMICJ
474,433 FWXFY NQIQM FWXFY
676,271 WMICJ FWXFY NQIQM
58,401 NQIQM NQIQM WPSRL
89,722 DCXCO FWXFY FWXFY
521,1019 WMICJ FWXFY WMICJ
127,745 DCXCO WPSRL DCXCO
931,645 WMICJ NQIQM DCXCO
312,903 WMICJ DCXCO WPSRL
565,269 DCXCO WPSRL DCXCO
203,754 DCXCO WPSRL NQIQM
190,860 WMICJ FWXFY FWXFY
506,897 FWXFY FWXFY WMICJ
67,295 FWXFY DCXCO WPSRL
118,168 WPSRL DCXCO FWXFY
298,793 NQIQM NQIQM WPSRL
721,1159 WMICJ FWXFY FWXFY
50,264 WPSRL WPSRL NQIQM
911,1073 DCXCO FWXFY DCXCO
577,949 DCXCO WPSRL WMICJ
494,755 NQIQM FWXFY NQIQM
270,117 NQIQM FWXFY WMICJ
868,292 NQIQM NQIQM WMICJ
